data_type,n,d,livello,rep,method,measure,acc./ARI
Gauss,1000,50,difficile,48,pca,tree,0.884
Torus,1000,50,difficile,48,tsne,kmeans,0.369
Torus,1000,50,difficile,48,tsne,tree,0.934
Torus,1000,50,difficile,48,umap,kmeans,0.3888
Torus,1000,50,difficile,48,umap,tree,0.939
Torus,1000,50,difficile,48,pca,kmeans,0.1497
Torus,1000,50,difficile,48,pca,tree,0.856
Gauss,1000,50,difficile,49,tsne,kmeans,0.4839
Gauss,1000,50,difficile,49,tsne,tree,0.885
Gauss,1000,50,difficile,49,umap,kmeans,0.5208
Gauss,1000,50,difficile,49,umap,tree,0.897
Gauss,1000,50,difficile,49,pca,kmeans,0.4089
Gauss,1000,50,difficile,49,pca,tree,0.899
Torus,1000,50,difficile,49,tsne,kmeans,0.3018
Torus,1000,50,difficile,49,tsne,tree,0.93
Torus,1000,50,difficile,49,umap,kmeans,0.1807
Torus,1000,50,difficile,49,umap,tree,0.926
Torus,1000,50,difficile,49,pca,kmeans,0.1041
Torus,1000,50,difficile,49,pca,tree,0.895
Gauss,1000,50,difficile,50,tsne,kmeans,0.5383
Gauss,1000,50,difficile,50,tsne,tree,0.903
Gauss,1000,50,difficile,50,umap,kmeans,0.5266
Gauss,1000,50,difficile,50,umap,tree,0.904
Gauss,1000,50,difficile,50,pca,kmeans,0.4951
Gauss,1000,50,difficile,50,pca,tree,0.897
Torus,1000,50,difficile,50,tsne,kmeans,0.3242
Torus,1000,50,difficile,50,tsne,tree,0.939
Torus,1000,50,difficile,50,umap,kmeans,0.2909
Torus,1000,50,difficile,50,umap,tree,0.939
Torus,1000,50,difficile,50,pca,kmeans,0.108
Torus,1000,50,difficile,50,pca,tree,0.864
Gauss,1000,50,difficile,51,tsne,kmeans,0.5266
Gauss,1000,50,difficile,51,tsne,tree,0.888
Gauss,1000,50,difficile,51,umap,kmeans,0.5531
Gauss,1000,50,difficile,51,umap,tree,0.894
Gauss,1000,50,difficile,51,pca,kmeans,0.4039
Gauss,1000,50,difficile,51,pca,tree,0.887
Torus,1000,50,difficile,51,tsne,kmeans,0.3546
Torus,1000,50,difficile,51,tsne,tree,0.953
Torus,1000,50,difficile,51,umap,kmeans,0.2823
Torus,1000,50,difficile,51,umap,tree,0.953
Torus,1000,50,difficile,51,pca,kmeans,0.1466
Torus,1000,50,difficile,51,pca,tree,0.902
Gauss,1000,50,difficile,52,tsne,kmeans,0.4324
Gauss,1000,50,difficile,52,tsne,tree,0.874
Gauss,1000,50,difficile,52,umap,kmeans,0.4783
Gauss,1000,50,difficile,52,umap,tree,0.877
Gauss,1000,50,difficile,52,pca,kmeans,0.3814
Gauss,1000,50,difficile,52,pca,tree,0.89
Torus,1000,50,difficile,52,tsne,kmeans,0.2017
Torus,1000,50,difficile,52,tsne,tree,0.948
Torus,1000,50,difficile,52,umap,kmeans,0.2433
Torus,1000,50,difficile,52,umap,tree,0.93
Torus,1000,50,difficile,52,pca,kmeans,0.1028
Torus,1000,50,difficile,52,pca,tree,0.89
Gauss,1000,50,difficile,53,tsne,kmeans,0.4895
Gauss,1000,50,difficile,53,tsne,tree,0.894
Gauss,1000,50,difficile,53,umap,kmeans,0.5093
Gauss,1000,50,difficile,53,umap,tree,0.896
Gauss,1000,50,difficile,53,pca,kmeans,0.3888
Gauss,1000,50,difficile,53,pca,tree,0.886
Torus,1000,50,difficile,53,tsne,kmeans,0.2473
Torus,1000,50,difficile,53,tsne,tree,0.944
Torus,1000,50,difficile,53,umap,kmeans,0.2887
Torus,1000,50,difficile,53,umap,tree,0.949
Torus,1000,50,difficile,53,pca,kmeans,0.1107
Torus,1000,50,difficile,53,pca,tree,0.852
Gauss,1000,50,difficile,54,tsne,kmeans,0.4646
Gauss,1000,50,difficile,54,tsne,tree,0.894
Gauss,1000,50,difficile,54,umap,kmeans,0.4895
Gauss,1000,50,difficile,54,umap,tree,0.885
Gauss,1000,50,difficile,54,pca,kmeans,0.3289
Gauss,1000,50,difficile,54,pca,tree,0.897
Torus,1000,50,difficile,54,tsne,kmeans,0.3288
Torus,1000,50,difficile,54,tsne,tree,0.935
Torus,1000,50,difficile,54,umap,kmeans,0.357
Torus,1000,50,difficile,54,umap,tree,0.927
Torus,1000,50,difficile,54,pca,kmeans,0.1592
Torus,1000,50,difficile,54,pca,tree,0.864
Gauss,1000,50,difficile,55,tsne,kmeans,0.5266
Gauss,1000,50,difficile,55,tsne,tree,0.892
Gauss,1000,50,difficile,55,umap,kmeans,0.5324
Gauss,1000,50,difficile,55,umap,tree,0.9
Gauss,1000,50,difficile,55,pca,kmeans,0.4565
Gauss,1000,50,difficile,55,pca,tree,0.886
Torus,1000,50,difficile,55,tsne,kmeans,0.2739
Torus,1000,50,difficile,55,tsne,tree,0.954
Torus,1000,50,difficile,55,umap,kmeans,0.3265
Torus,1000,50,difficile,55,umap,tree,0.949
Torus,1000,50,difficile,55,pca,kmeans,0.142
Torus,1000,50,difficile,55,pca,tree,0.836
Gauss,1000,50,difficile,56,tsne,kmeans,0.4839
Gauss,1000,50,difficile,56,tsne,tree,0.886
Gauss,1000,50,difficile,56,umap,kmeans,0.5122
Gauss,1000,50,difficile,56,umap,tree,0.884
Gauss,1000,50,difficile,56,pca,kmeans,0.3938
Gauss,1000,50,difficile,56,pca,tree,0.891
Torus,1000,50,difficile,56,tsne,kmeans,0.3174
Torus,1000,50,difficile,56,tsne,tree,0.948
Torus,1000,50,difficile,56,umap,kmeans,0.2473
Torus,1000,50,difficile,56,umap,tree,0.952
Torus,1000,50,difficile,56,pca,kmeans,0.1216
Torus,1000,50,difficile,56,pca,tree,0.896
Gauss,1000,50,difficile,57,tsne,kmeans,0.4951
Gauss,1000,50,difficile,57,tsne,tree,0.895
Gauss,1000,50,difficile,57,umap,kmeans,0.5561
Gauss,1000,50,difficile,57,umap,tree,0.904
Gauss,1000,50,difficile,57,pca,kmeans,0.4619
Gauss,1000,50,difficile,57,pca,tree,0.897
Torus,1000,50,difficile,57,tsne,kmeans,0.357
Torus,1000,50,difficile,57,tsne,tree,0.923
Torus,1000,50,difficile,57,umap,kmeans,0.3311
Torus,1000,50,difficile,57,umap,tree,0.932
Torus,1000,50,difficile,57,pca,kmeans,0.1405
Torus,1000,50,difficile,57,pca,tree,0.863
Gauss,1000,50,difficile,58,tsne,kmeans,0.5179
Gauss,1000,50,difficile,58,tsne,tree,0.9
Gauss,1000,50,difficile,58,umap,kmeans,0.515
Gauss,1000,50,difficile,58,umap,tree,0.888
Gauss,1000,50,difficile,58,pca,kmeans,0.4013
Gauss,1000,50,difficile,58,pca,tree,0.878
Torus,1000,50,difficile,58,tsne,kmeans,0.3197
Torus,1000,50,difficile,58,tsne,tree,0.945
Torus,1000,50,difficile,58,umap,kmeans,0.2473
Torus,1000,50,difficile,58,umap,tree,0.944
Torus,1000,50,difficile,58,pca,kmeans,0.1147
Torus,1000,50,difficile,58,pca,tree,0.858
Gauss,1000,50,difficile,59,tsne,kmeans,0.4646
Gauss,1000,50,difficile,59,tsne,tree,0.884
Gauss,1000,50,difficile,59,umap,kmeans,0.5237
Gauss,1000,50,difficile,59,umap,tree,0.899
Gauss,1000,50,difficile,59,pca,kmeans,0.443
Gauss,1000,50,difficile,59,pca,tree,0.897
Torus,1000,50,difficile,59,tsne,kmeans,0.3988
Torus,1000,50,difficile,59,tsne,tree,0.964
Torus,1000,50,difficile,59,umap,kmeans,0.3174
Torus,1000,50,difficile,59,umap,tree,0.95
Torus,1000,50,difficile,59,pca,kmeans,0.1067
Torus,1000,50,difficile,59,pca,tree,0.865
Gauss,1000,50,difficile,60,tsne,kmeans,0.4895
Gauss,1000,50,difficile,60,tsne,tree,0.876
Gauss,1000,50,difficile,60,umap,kmeans,0.4951
Gauss,1000,50,difficile,60,umap,tree,0.9
Gauss,1000,50,difficile,60,pca,kmeans,0.4674
Gauss,1000,50,difficile,60,pca,tree,0.9
Torus,1000,50,difficile,60,tsne,kmeans,0.3152
Torus,1000,50,difficile,60,tsne,tree,0.933
Torus,1000,50,difficile,60,umap,kmeans,0.4324
Torus,1000,50,difficile,60,umap,tree,0.942
Torus,1000,50,difficile,60,pca,kmeans,0.139
Torus,1000,50,difficile,60,pca,tree,0.902
Gauss,1000,50,difficile,61,tsne,kmeans,0.4951
Gauss,1000,50,difficile,61,tsne,tree,0.891
Gauss,1000,50,difficile,61,umap,kmeans,0.5208
Gauss,1000,50,difficile,61,umap,tree,0.886
Gauss,1000,50,difficile,61,pca,kmeans,0.4673
Gauss,1000,50,difficile,61,pca,tree,0.877
Torus,1000,50,difficile,61,tsne,kmeans,0.3152
Torus,1000,50,difficile,61,tsne,tree,0.947
Torus,1000,50,difficile,61,umap,kmeans,0.2909
Torus,1000,50,difficile,61,umap,tree,0.946
Torus,1000,50,difficile,61,pca,kmeans,0.112
Torus,1000,50,difficile,61,pca,tree,0.889
Gauss,1000,50,difficile,62,tsne,kmeans,0.4756
Gauss,1000,50,difficile,62,tsne,tree,0.878
Gauss,1000,50,difficile,62,umap,kmeans,0.4811
Gauss,1000,50,difficile,62,umap,tree,0.88
Gauss,1000,50,difficile,62,pca,kmeans,0.4511
Gauss,1000,50,difficile,62,pca,tree,0.88
Torus,1000,50,difficile,62,tsne,kmeans,0.2802
Torus,1000,50,difficile,62,tsne,tree,0.956
Torus,1000,50,difficile,62,umap,kmeans,0.3715
Torus,1000,50,difficile,62,umap,tree,0.937
Torus,1000,50,difficile,62,pca,kmeans,0.1067
Torus,1000,50,difficile,62,pca,tree,0.876
Gauss,1000,50,difficile,63,tsne,kmeans,0.5412
Gauss,1000,50,difficile,63,tsne,tree,0.902
Gauss,1000,50,difficile,63,umap,kmeans,0.5531
Gauss,1000,50,difficile,63,umap,tree,0.899
Gauss,1000,50,difficile,63,pca,kmeans,0.451
Gauss,1000,50,difficile,63,pca,tree,0.9
Torus,1000,50,difficile,63,tsne,kmeans,0.2513
Torus,1000,50,difficile,63,tsne,tree,0.937
Torus,1000,50,difficile,63,umap,kmeans,0.2739
Torus,1000,50,difficile,63,umap,tree,0.937
Torus,1000,50,difficile,63,pca,kmeans,0.1216
Torus,1000,50,difficile,63,pca,tree,0.912
Gauss,1000,50,difficile,64,tsne,kmeans,0.4979
Gauss,1000,50,difficile,64,tsne,tree,0.901
Gauss,1000,50,difficile,64,umap,kmeans,0.5008
Gauss,1000,50,difficile,64,umap,tree,0.889
Gauss,1000,50,difficile,64,pca,kmeans,0.3963
Gauss,1000,50,difficile,64,pca,tree,0.888
Torus,1000,50,difficile,64,tsne,kmeans,0.2127
Torus,1000,50,difficile,64,tsne,tree,0.932
Torus,1000,50,difficile,64,umap,kmeans,0.2887
Torus,1000,50,difficile,64,umap,tree,0.936
Torus,1000,50,difficile,64,pca,kmeans,0.139
Torus,1000,50,difficile,64,pca,tree,0.836
Gauss,1000,50,difficile,65,tsne,kmeans,0.4457
Gauss,1000,50,difficile,65,tsne,tree,0.89
Gauss,1000,50,difficile,65,umap,kmeans,0.4867
Gauss,1000,50,difficile,65,umap,tree,0.883
Gauss,1000,50,difficile,65,pca,kmeans,0.4065
Gauss,1000,50,difficile,65,pca,tree,0.884
Torus,1000,50,difficile,65,tsne,kmeans,0.3219
Torus,1000,50,difficile,65,tsne,tree,0.922
Torus,1000,50,difficile,65,umap,kmeans,0.2533
Torus,1000,50,difficile,65,umap,tree,0.923
Torus,1000,50,difficile,65,pca,kmeans,0.1107
Torus,1000,50,difficile,65,pca,tree,0.861
Gauss,1000,50,difficile,66,tsne,kmeans,0.4619
Gauss,1000,50,difficile,66,tsne,tree,0.884
Gauss,1000,50,difficile,66,umap,kmeans,0.4564
Gauss,1000,50,difficile,66,umap,tree,0.881
Gauss,1000,50,difficile,66,pca,kmeans,0.4168
Gauss,1000,50,difficile,66,pca,tree,0.878
Torus,1000,50,difficile,66,tsne,kmeans,0.2844
Torus,1000,50,difficile,66,tsne,tree,0.942
Torus,1000,50,difficile,66,umap,kmeans,0.2802
Torus,1000,50,difficile,66,umap,tree,0.935
Torus,1000,50,difficile,66,pca,kmeans,0.1028
Torus,1000,50,difficile,66,pca,tree,0.856
Gauss,1000,50,difficile,67,tsne,kmeans,0.4619
Gauss,1000,50,difficile,67,tsne,tree,0.877
Gauss,1000,50,difficile,67,umap,kmeans,0.5354
Gauss,1000,50,difficile,67,umap,tree,0.895
Gauss,1000,50,difficile,67,pca,kmeans,0.4377
Gauss,1000,50,difficile,67,pca,tree,0.894
Torus,1000,50,difficile,67,tsne,kmeans,0.4591
Torus,1000,50,difficile,67,tsne,tree,0.95
Torus,1000,50,difficile,67,umap,kmeans,0.3788
Torus,1000,50,difficile,67,umap,tree,0.944
Torus,1000,50,difficile,67,pca,kmeans,0.1544
Torus,1000,50,difficile,67,pca,tree,0.862
Gauss,1000,50,difficile,68,tsne,kmeans,0.4591
Gauss,1000,50,difficile,68,tsne,tree,0.876
Gauss,1000,50,difficile,68,umap,kmeans,0.4728
Gauss,1000,50,difficile,68,umap,tree,0.872
Gauss,1000,50,difficile,68,pca,kmeans,0.3963
Gauss,1000,50,difficile,68,pca,tree,0.882
Torus,1000,50,difficile,68,tsne,kmeans,0.357
Torus,1000,50,difficile,68,tsne,tree,0.939
Torus,1000,50,difficile,68,umap,kmeans,0.2239
Torus,1000,50,difficile,68,umap,tree,0.937
Torus,1000,50,difficile,68,pca,kmeans,0.1451
Torus,1000,50,difficile,68,pca,tree,0.837
Gauss,1000,50,difficile,69,tsne,kmeans,0.4271
Gauss,1000,50,difficile,69,tsne,tree,0.874
Gauss,1000,50,difficile,69,umap,kmeans,0.4783
Gauss,1000,50,difficile,69,umap,tree,0.875
Gauss,1000,50,difficile,69,pca,kmeans,0.3789
Gauss,1000,50,difficile,69,pca,tree,0.874
Torus,1000,50,difficile,69,tsne,kmeans,0.2996
Torus,1000,50,difficile,69,tsne,tree,0.941
Torus,1000,50,difficile,69,umap,kmeans,0.2823
Torus,1000,50,difficile,69,umap,tree,0.945
Torus,1000,50,difficile,69,pca,kmeans,0.1041
Torus,1000,50,difficile,69,pca,tree,0.88
Gauss,1000,50,difficile,70,tsne,kmeans,0.515
Gauss,1000,50,difficile,70,tsne,tree,0.892
Gauss,1000,50,difficile,70,umap,kmeans,0.5237
Gauss,1000,50,difficile,70,umap,tree,0.887
Gauss,1000,50,difficile,70,pca,kmeans,0.4619
Gauss,1000,50,difficile,70,pca,tree,0.895
Torus,1000,50,difficile,70,tsne,kmeans,0.2258
Torus,1000,50,difficile,70,tsne,tree,0.939
Torus,1000,50,difficile,70,umap,kmeans,0.1375
Torus,1000,50,difficile,70,umap,tree,0.938
Torus,1000,50,difficile,70,pca,kmeans,0.1002
Torus,1000,50,difficile,70,pca,tree,0.875
Gauss,1000,50,difficile,71,tsne,kmeans,0.4403
Gauss,1000,50,difficile,71,tsne,tree,0.879
Gauss,1000,50,difficile,71,umap,kmeans,0.4923
Gauss,1000,50,difficile,71,umap,tree,0.883
Gauss,1000,50,difficile,71,pca,kmeans,0.4298
Gauss,1000,50,difficile,71,pca,tree,0.89
Torus,1000,50,difficile,71,tsne,kmeans,0.2594
Torus,1000,50,difficile,71,tsne,tree,0.938
Torus,1000,50,difficile,71,umap,kmeans,0.2492
Torus,1000,50,difficile,71,umap,tree,0.945
Torus,1000,50,difficile,71,pca,kmeans,0.142
Torus,1000,50,difficile,71,pca,tree,0.905
Gauss,1000,50,difficile,72,tsne,kmeans,0.5295
Gauss,1000,50,difficile,72,tsne,tree,0.892
Gauss,1000,50,difficile,72,umap,kmeans,0.5621
Gauss,1000,50,difficile,72,umap,tree,0.898
Gauss,1000,50,difficile,72,pca,kmeans,0.4168
Gauss,1000,50,difficile,72,pca,tree,0.887
Torus,1000,50,difficile,72,tsne,kmeans,0.2887
Torus,1000,50,difficile,72,tsne,tree,0.943
Torus,1000,50,difficile,72,umap,kmeans,0.2473
Torus,1000,50,difficile,72,umap,tree,0.935
Torus,1000,50,difficile,72,pca,kmeans,0.1161
Torus,1000,50,difficile,72,pca,tree,0.867
Gauss,1000,50,difficile,73,tsne,kmeans,0.4646
Gauss,1000,50,difficile,73,tsne,tree,0.893
Gauss,1000,50,difficile,73,umap,kmeans,0.5412
Gauss,1000,50,difficile,73,umap,tree,0.895
Gauss,1000,50,difficile,73,pca,kmeans,0.4756
Gauss,1000,50,difficile,73,pca,tree,0.896
Torus,1000,50,difficile,73,tsne,kmeans,0.3715
Torus,1000,50,difficile,73,tsne,tree,0.934
Torus,1000,50,difficile,73,umap,kmeans,0.1981
Torus,1000,50,difficile,73,umap,tree,0.939
Torus,1000,50,difficile,73,pca,kmeans,0.1028
Torus,1000,50,difficile,73,pca,tree,0.877
Gauss,1000,50,difficile,74,tsne,kmeans,0.515
Gauss,1000,50,difficile,74,tsne,tree,0.888
Gauss,1000,50,difficile,74,umap,kmeans,0.5412
Gauss,1000,50,difficile,74,umap,tree,0.896
Gauss,1000,50,difficile,74,pca,kmeans,0.443
Gauss,1000,50,difficile,74,pca,tree,0.894
Torus,1000,50,difficile,74,tsne,kmeans,0.4167
Torus,1000,50,difficile,74,tsne,tree,0.943
Torus,1000,50,difficile,74,umap,kmeans,0.4403
Torus,1000,50,difficile,74,umap,tree,0.94
Torus,1000,50,difficile,74,pca,kmeans,0.1147
Torus,1000,50,difficile,74,pca,tree,0.904
Gauss,1000,50,difficile,75,tsne,kmeans,0.5065
Gauss,1000,50,difficile,75,tsne,tree,0.894
Gauss,1000,50,difficile,75,umap,kmeans,0.5295
Gauss,1000,50,difficile,75,umap,tree,0.9
Gauss,1000,50,difficile,75,pca,kmeans,0.4193
Gauss,1000,50,difficile,75,pca,tree,0.894
Torus,1000,50,difficile,75,tsne,kmeans,0.409
Torus,1000,50,difficile,75,tsne,tree,0.942
Torus,1000,50,difficile,75,umap,kmeans,0.4923
Torus,1000,50,difficile,75,umap,tree,0.943
Torus,1000,50,difficile,75,pca,kmeans,0.156
Torus,1000,50,difficile,75,pca,tree,0.846
Gauss,1000,50,difficile,76,tsne,kmeans,0.4537
Gauss,1000,50,difficile,76,tsne,tree,0.88
Gauss,1000,50,difficile,76,umap,kmeans,0.4298
Gauss,1000,50,difficile,76,umap,tree,0.883
Gauss,1000,50,difficile,76,pca,kmeans,0.4219
Gauss,1000,50,difficile,76,pca,tree,0.883
Torus,1000,50,difficile,76,tsne,kmeans,0.2781
Torus,1000,50,difficile,76,tsne,tree,0.939
Torus,1000,50,difficile,76,umap,kmeans,0.1706
Torus,1000,50,difficile,76,umap,tree,0.939
Torus,1000,50,difficile,76,pca,kmeans,0.1331
Torus,1000,50,difficile,76,pca,tree,0.887
Gauss,1000,50,difficile,77,tsne,kmeans,0.5442
Gauss,1000,50,difficile,77,tsne,tree,0.888
Gauss,1000,50,difficile,77,umap,kmeans,0.5036
Gauss,1000,50,difficile,77,umap,tree,0.893
Gauss,1000,50,difficile,77,pca,kmeans,0.4377
Gauss,1000,50,difficile,77,pca,tree,0.898
Torus,1000,50,difficile,77,tsne,kmeans,0.3938
Torus,1000,50,difficile,77,tsne,tree,0.941
Torus,1000,50,difficile,77,umap,kmeans,0.3475
Torus,1000,50,difficile,77,umap,tree,0.939
Torus,1000,50,difficile,77,pca,kmeans,0.0646
Torus,1000,50,difficile,77,pca,tree,0.879
Gauss,1000,50,difficile,78,tsne,kmeans,0.4951
Gauss,1000,50,difficile,78,tsne,tree,0.893
Gauss,1000,50,difficile,78,umap,kmeans,0.5531
Gauss,1000,50,difficile,78,umap,tree,0.903
Gauss,1000,50,difficile,78,pca,kmeans,0.4116
Gauss,1000,50,difficile,78,pca,tree,0.891
Torus,1000,50,difficile,78,tsne,kmeans,0.435
Torus,1000,50,difficile,78,tsne,tree,0.94
Torus,1000,50,difficile,78,umap,kmeans,0.2413
Torus,1000,50,difficile,78,umap,tree,0.938
Torus,1000,50,difficile,78,pca,kmeans,0.1244
Torus,1000,50,difficile,78,pca,tree,0.86
Gauss,1000,50,difficile,79,tsne,kmeans,0.4701
Gauss,1000,50,difficile,79,tsne,tree,0.883
Gauss,1000,50,difficile,79,umap,kmeans,0.5036
Gauss,1000,50,difficile,79,umap,tree,0.898
Gauss,1000,50,difficile,79,pca,kmeans,0.3641
Gauss,1000,50,difficile,79,pca,tree,0.884
Torus,1000,50,difficile,79,tsne,kmeans,0.3666
Torus,1000,50,difficile,79,tsne,tree,0.938
Torus,1000,50,difficile,79,umap,kmeans,0.3107
Torus,1000,50,difficile,79,umap,tree,0.937
Torus,1000,50,difficile,79,pca,kmeans,0.108
Torus,1000,50,difficile,79,pca,tree,0.871
Gauss,1000,50,difficile,80,tsne,kmeans,0.4457
Gauss,1000,50,difficile,80,tsne,tree,0.889
Gauss,1000,50,difficile,80,umap,kmeans,0.4867
Gauss,1000,50,difficile,80,umap,tree,0.889
Gauss,1000,50,difficile,80,pca,kmeans,0.3937
Gauss,1000,50,difficile,80,pca,tree,0.901
Torus,1000,50,difficile,80,tsne,kmeans,0.3813
Torus,1000,50,difficile,80,tsne,tree,0.947
Torus,1000,50,difficile,80,umap,kmeans,0.3334
Torus,1000,50,difficile,80,umap,tree,0.951
Torus,1000,50,difficile,80,pca,kmeans,0.156
Torus,1000,50,difficile,80,pca,tree,0.888
Gauss,1000,50,difficile,81,tsne,kmeans,0.4951
Gauss,1000,50,difficile,81,tsne,tree,0.888
Gauss,1000,50,difficile,81,umap,kmeans,0.4867
Gauss,1000,50,difficile,81,umap,tree,0.872
Gauss,1000,50,difficile,81,pca,kmeans,0.4324
Gauss,1000,50,difficile,81,pca,tree,0.896
Torus,1000,50,difficile,81,tsne,kmeans,0.1999
Torus,1000,50,difficile,81,tsne,tree,0.954
Torus,1000,50,difficile,81,umap,kmeans,0.2533
Torus,1000,50,difficile,81,umap,tree,0.956
Torus,1000,50,difficile,81,pca,kmeans,0.142
Torus,1000,50,difficile,81,pca,tree,0.858
Gauss,1000,50,difficile,82,tsne,kmeans,0.451
Gauss,1000,50,difficile,82,tsne,tree,0.876
Gauss,1000,50,difficile,82,umap,kmeans,0.4219
Gauss,1000,50,difficile,82,umap,tree,0.865
Gauss,1000,50,difficile,82,pca,kmeans,0.4377
Gauss,1000,50,difficile,82,pca,tree,0.876
Torus,1000,50,difficile,82,tsne,kmeans,0.4039
Torus,1000,50,difficile,82,tsne,tree,0.94
Torus,1000,50,difficile,82,umap,kmeans,0.4272
Torus,1000,50,difficile,82,umap,tree,0.951
Torus,1000,50,difficile,82,pca,kmeans,0.1287
Torus,1000,50,difficile,82,pca,tree,0.9
Gauss,1000,50,difficile,83,tsne,kmeans,0.5237
Gauss,1000,50,difficile,83,tsne,tree,0.892
Gauss,1000,50,difficile,83,umap,kmeans,0.5412
Gauss,1000,50,difficile,83,umap,tree,0.898
Gauss,1000,50,difficile,83,pca,kmeans,0.4351
Gauss,1000,50,difficile,83,pca,tree,0.894
Torus,1000,50,difficile,83,tsne,kmeans,0.3381
Torus,1000,50,difficile,83,tsne,tree,0.933
Torus,1000,50,difficile,83,umap,kmeans,0.4142
Torus,1000,50,difficile,83,umap,tree,0.936
Torus,1000,50,difficile,83,pca,kmeans,0.1513
Torus,1000,50,difficile,83,pca,tree,0.855
Gauss,1000,50,difficile,84,tsne,kmeans,0.443
Gauss,1000,50,difficile,84,tsne,tree,0.892
Gauss,1000,50,difficile,84,umap,kmeans,0.4673
Gauss,1000,50,difficile,84,umap,tree,0.89
Gauss,1000,50,difficile,84,pca,kmeans,0.4457
Gauss,1000,50,difficile,84,pca,tree,0.889
Torus,1000,50,difficile,84,tsne,kmeans,0.3474
Torus,1000,50,difficile,84,tsne,tree,0.929
Torus,1000,50,difficile,84,umap,kmeans,0.3963
Torus,1000,50,difficile,84,umap,tree,0.93
Torus,1000,50,difficile,84,pca,kmeans,0.1107
Torus,1000,50,difficile,84,pca,tree,0.883
Gauss,1000,50,difficile,85,tsne,kmeans,0.5383
Gauss,1000,50,difficile,85,tsne,tree,0.893
Gauss,1000,50,difficile,85,umap,kmeans,0.5179
Gauss,1000,50,difficile,85,umap,tree,0.894
Gauss,1000,50,difficile,85,pca,kmeans,0.4511
Gauss,1000,50,difficile,85,pca,tree,0.882
Torus,1000,50,difficile,85,tsne,kmeans,0.3062
Torus,1000,50,difficile,85,tsne,tree,0.944
Torus,1000,50,difficile,85,umap,kmeans,0.3062
Torus,1000,50,difficile,85,umap,tree,0.95
Torus,1000,50,difficile,85,pca,kmeans,0.1739
Torus,1000,50,difficile,85,pca,tree,0.896
Gauss,1000,50,difficile,86,tsne,kmeans,0.4457
Gauss,1000,50,difficile,86,tsne,tree,0.867
Gauss,1000,50,difficile,86,umap,kmeans,0.4895
Gauss,1000,50,difficile,86,umap,tree,0.87
Gauss,1000,50,difficile,86,pca,kmeans,0.409
Gauss,1000,50,difficile,86,pca,tree,0.879
Torus,1000,50,difficile,86,tsne,kmeans,0.3475
Torus,1000,50,difficile,86,tsne,tree,0.949
Torus,1000,50,difficile,86,umap,kmeans,0.4193
Torus,1000,50,difficile,86,umap,tree,0.942
Torus,1000,50,difficile,86,pca,kmeans,0.1466
Torus,1000,50,difficile,86,pca,tree,0.884
Gauss,1000,50,difficile,87,tsne,kmeans,0.5324
Gauss,1000,50,difficile,87,tsne,tree,0.887
Gauss,1000,50,difficile,87,umap,kmeans,0.515
Gauss,1000,50,difficile,87,umap,tree,0.885
Gauss,1000,50,difficile,87,pca,kmeans,0.443
Gauss,1000,50,difficile,87,pca,tree,0.897
Torus,1000,50,difficile,87,tsne,kmeans,0.3522
Torus,1000,50,difficile,87,tsne,tree,0.94
Torus,1000,50,difficile,87,umap,kmeans,0.3913
Torus,1000,50,difficile,87,umap,tree,0.937
Torus,1000,50,difficile,87,pca,kmeans,0.1107
Torus,1000,50,difficile,87,pca,tree,0.904
Gauss,1000,50,difficile,88,tsne,kmeans,0.4591
Gauss,1000,50,difficile,88,tsne,tree,0.876
Gauss,1000,50,difficile,88,umap,kmeans,0.4619
Gauss,1000,50,difficile,88,umap,tree,0.867
Gauss,1000,50,difficile,88,pca,kmeans,0.4403
Gauss,1000,50,difficile,88,pca,tree,0.877
Torus,1000,50,difficile,88,tsne,kmeans,0.4271
Torus,1000,50,difficile,88,tsne,tree,0.946
Torus,1000,50,difficile,88,umap,kmeans,0.4014
Torus,1000,50,difficile,88,umap,tree,0.944
Torus,1000,50,difficile,88,pca,kmeans,0.112
Torus,1000,50,difficile,88,pca,tree,0.889
Gauss,1000,50,difficile,89,tsne,kmeans,0.4673
Gauss,1000,50,difficile,89,tsne,tree,0.899
Gauss,1000,50,difficile,89,umap,kmeans,0.4839
Gauss,1000,50,difficile,89,umap,tree,0.897
Gauss,1000,50,difficile,89,pca,kmeans,0.4272
Gauss,1000,50,difficile,89,pca,tree,0.891
Torus,1000,50,difficile,89,tsne,kmeans,0.3788
Torus,1000,50,difficile,89,tsne,tree,0.941
Torus,1000,50,difficile,89,umap,kmeans,0.2931
Torus,1000,50,difficile,89,umap,tree,0.933
Torus,1000,50,difficile,89,pca,kmeans,0.1287
Torus,1000,50,difficile,89,pca,tree,0.86
Gauss,1000,50,difficile,90,tsne,kmeans,0.4728
Gauss,1000,50,difficile,90,tsne,tree,0.893
Gauss,1000,50,difficile,90,umap,kmeans,0.5442
Gauss,1000,50,difficile,90,umap,tree,0.897
Gauss,1000,50,difficile,90,pca,kmeans,0.4404
Gauss,1000,50,difficile,90,pca,tree,0.895
Torus,1000,50,difficile,90,tsne,kmeans,0.3522
Torus,1000,50,difficile,90,tsne,tree,0.953
Torus,1000,50,difficile,90,umap,kmeans,0.304
Torus,1000,50,difficile,90,umap,tree,0.95
Torus,1000,50,difficile,90,pca,kmeans,0.1302
Torus,1000,50,difficile,90,pca,tree,0.867
Gauss,1000,50,difficile,91,tsne,kmeans,0.5833
